Username,Tweet,Sentimen
stafkhususpresiden_komunikasi,presiden jokowi meminta segenap aparat yang bertugas dalam penyekatan dan pengendalian mobilitas masyarakat masa ppkm darurat tidak bersikap keras amp kasar para aparat seharusnya bersikap tegas dan santun dalam mengatur masyarakat maupun para pedagang https dmewqm2nwc, positif
stafkhususpresiden_komunikasi,pengantar presiden jokowi pada ratas evaluasi ppkm darurat pada jumat https taag0a8jnd, netral
zainuddin arsyad,https rvykqzoeam trending twitter pernyataan darurat militer ppkm kecewa malming stayactive salahlangkahppkmdarurat, negatif
pt. jasamarga, wib tol japek cikarang barat arah cikampek padat diberlakukan penyekatan ppkm darurat cikampek dawuan cikarang cikunir cawang lancar, positif
done, mprgoid dpr ri lagi lagi kader pan kali ini cekcok dengan petugas ppkmdarurat ntb https gk2ablbhv2, netral
jawa pos,jokowi evaluasi ppkm darurat minta aparat tidak keras dan kasar https gqpfk1an27, positif
pelayanan skck polres sinjai,kapolri menginstruksikan kepada seluruh jajarannya untuk segera melakukan percepatan penyaluran bantuan sosial bansos ppkm darurat kepada masyarakat yang perekonomiannya terdampak akibat pandemi covid polripresisi kapolri listyosigitprabowo kapoldasulsel zonaintegritas https 2qtgpx1tzm, positif
voi.id,luhut binsar pandjaitan menyampaikan permohonan maaf terkait ppkm darurat yang belum optimal pemerintah dalam hari depan bakal mengumumkan diperpanjang tidaknya ppkm darurat https daqt17sdeg, positif
man behind, dennysiregar7 jokowi ppkm darurat bukan solusi hampir hari ppkm darurat kasus covid tetap naik tinggi jadi ppkm darurat tidak menyelesaikan menurunkan kasus covid, negatif
putri yang di vaksin,menko marves luhut binsar panjaitan meminta maaf kepada masyarakat indonesia karena penanganan covid indonesia khususnya ppkm darurat belum optimal njih pak jendral semangat sll emang nggak gampak kok https lxkhk6atvr, positif
ig: @waspadaonline,ppkm darurat polsek medan baru beri surat teguran kepada pemilik toko https 9tgorwpxah, netral
idnbc,ppkm darurat jawa bali belum optimal menko luhut binsar pandjaitan saya minta maaf https 219v8dupwg, positif
antarasulsel.com,menko luhut keputusan perpanjangan ppkm darurat diumumkan hari lagi https v7zl0snjwh, netral
ich1r0, mmargani5 https jlnr6xygru kata bosnya begini, netral
kapri_yanie,lantas bagaimana ideologi islam apakah dilirik pemerintah indonesia ternyata sama sekali tidak justru dagangan basi perang melawan radikalisme amp ekstremisme islam politik masih terus digelar kapan pemerintah tobat salahlangkahppkmdarurat https lwnjnfcv2h https btri96ge0m, negatif
satria baja ringan 🤡🇵🇸🏴,catat minta maap hanya soal ppkm darurat bukan lain https ocdtmu73b2, positif
polsekpanongan_polreskotatangerang,ipda ngadiyo pawas bersama aiptu dhermawan melaksanakan kegiatan patroli prefentif dan pelaksanaan ppkm darurat penegakan hukum dispilin protokol kesehatan covid kantor bfi ruko boulevard citra raya panongan sabtu 2021 multimedia poldabanten humaspoldabanten https saj06nrviy, positif
кукушка, mouldie sep luckyiwa ppkm mikro ppkm darurat next ppkm infinity war ppkm endgame, negatif
indozone,pemerintah menyadari penerapan kebijakan ppkm darurat berdampak pada pendapatan rakyat kecil dan belum optimal https yspgawogvm, negatif
polsekkuripan4, covid 19 bansos indonesia presiden indonesia joko widodo instruksikan jajaran tni polri untuk segera menyalurkan bantuan sosial bansos ppkm darurat kepada masyarakat yang terdampak seluruh indonesia polripresisi polripeduli probolinggo ht, positif
capitalis,betapa dahsyatnya medsos utk mempengaruhi kebijakan dan kebaikan jlannya pemerintahan https 8gkewluefm menteri dalam negeri mendagri tito karnavian mengatakan pemberlakuan pembatasan kegiatan masyarakat darurat atau ppkm darurat tidak enak, netral
man behind, fadjroel fadjroel tlg sampaikan kepada bapak presiden jokowi agar ppkm darurat jangan perpanjang lagi rakyat kecil betul2 menderita cukup sudah hari ppkm darurat karena percuma juga ppkm darurat kasus covid tidak turun malah tetap naik jadi ppkm darurat bukan solusi, positif
farrel27,kedua menginstruksikan jajarannya untuk mempercepat penyaluran bantuan sosial dan obat obatan gratis kepada masyarakat pada pekan ini bantuan tersebut diharapkan dapat meringankan beban masyarakat tengah kebijakan pemberlakuan pembatasan kegiatan masyarakat ppkm darurat https xdzwaiq2ry, positif
farrel27,ada beberapan hal yang ditekankan presiden jokowi terkait perkembangan penerapan ppkmdarurat pertama mengingatkan segenap aparat yang bertugas dalam penyekatan dan pengendalian mobilitas masyarakat masa ppkm darurat tidak bersikap keras dan kasar https 59rtph5j2x, positif
papua channel,inkonsistensi ppkm darurat kota sorong papua papuabarat papuaupdate beritapapua papuaterkini jendelapapua kotasorong covid19 pakaimasker https zzhsnb8flr https qatj2n9dir, negatif
sepupu blackjack, areajulid ppkm darurat tokyo drift, netral
romdhan,coba kpd pempus bsa model ppkm darurat itu modelnya kayak psbb dki awal covid thn 2020 jdi masyarakat rentan amp paling terdampak ppkm darurat dilakukan dibagi dulu kebutuhan dasarnya biar tenang rumah amp mikir mau pergi2 keluar rumah, positif
tribunnews.com,ppkm darurat diperpanjang dan liga tak jelas persib bandung bebaskan pemain asing pulang kampung https lxgwwtpix5 via tribunnews, negatif
didit istiawan,presiden jokowi menginstruksikan jajarannya untuk mempercepat penyaluran bantuan sosial dan obat obatan gratis kepada masyarakat pada pekan ini bantuan tersebut diharapkan dapat meringankan beban masyarakat tengah kebijakan ppkm darurat https ehehcrpmkb, positif
🕷,ppkm darurat diperpanjang sampai kamu jadi milikku, netral
polsekpanongan_polreskotatangerang,ipda ngadiyo pawas bersama aiptu dhermawan melaksanakan kegiatan patroli prefentif dan pelaksanaan ppkm darurat penegakan hukum dispilin protokol kesehatan covid kantor fif ruko boulevard citra raya panongan sabtu 2021 multimedia poldabanten humaspoldabanten https 6bcbls5mid, positif
restina siagian,ppkm darurat bakal diperpanjang ini dampaknya pasar saham https tywxvwyiab, negatif
rmol jateng,saleh daulay umumkan hasil evaluasi sebelum perpanjang ppkm darurat klikrmol https v2jcqbewqo, positif
amir fiqi,polisi prioritaskan pengemudi ojek daring melewati pos penyekatan ppkm darurat https or8azxo2f2, positif
skywrath mage,pakar usul ppkm darurat diperpanjang sampai one piece tamat, negatif
ibm54, adearmando1 saya mohon ppkm darurat jangan diperpanjang, positif
✌︎,ppkm darurat saking daruratnya vaksin dijual jokowiwajibdihukumprokes, negatif
info polsek pekalongan utara,polri berbagi tengah pandemi polres pekalongan kota melaksanakan bantuan sosial selama masa ppkm darurat bagi masyarakat yang terdampak covid baik terdampak secara kesehatan maupun secara ekonomi https twqtt58isp, positif
luthfi prawirayudha, bandingin indonesia amp katanya kalau sini susah minta maaf lord luhut sdh melakukan permintaan maaf mari kita gotong royong mengatasi covid ini luhut minta maaf rakyat ppkm darurat jawa bali belum optimal https mpl9aesdwo https tkxka6bgoc, positif
sat lantas res buleleng,selamat malam semeton kami tidak bosan bosannya melakukan patroli dalam rangka ppkm darurat giat patroli kembali dilaksanakan malam ini seputaran kota singaraja bersama petugas sat pol memberikan teguran kepada warung yang masih pada pukul wita https styqd33xtu, positif
romdhan,susah kta mau keluar dri pandemi klo kta kompak laksanakan ppkm darurat klo ngotot mau ppkm darurat alhasil akan naik trus ini kasus positif covid lama2 bakal ambyar itu para nakes amp faskes akhirnya cari makan amp cari uang akan bsa, positif
kicau sunyi,ketika deni dan tirta mengusulkan ppkm darurat tidak diperpanjang, positif
#lauw afeng, 03  nakula saya tetap menolak pemberlakuan ppkm darurat diperpanjang tapi bukan berarti saya mengabaikan himbauan pemerintah soal prokes prokes untuk kesehatan saya dan keluarga juga orang terpaksa saya jumpai saat saya bekerja pasti saya gak sabar nunggu jadwal vaksin, positif
analis_solo tewel _mahatmanto,ppkm darurat tumbuh kembang biak roh baik pada sesama jiwa dermawan sinterklas kemenkesri jokowi dpr ri dpdri mprgoid kemenag ri kemensosri kemenkeuri kemenkomarves polhukamri bank indonesia jesuitrefugee dkk https 9mbxr2sjxd, positif
indozone,terkait keputusan perpanjangan ppkm darurat luhut mengatakan akan diumumkan dalam hari depan https m6gpbvjfcm, netral
orang biasa, kurawa dennysiregar7 mslhnya adlh pmrinth mau mmprpanjang ppkm darurat tdk ada solusi untk gol menengah sprti blng token listrik 1300 tetap beli bpjs tetap harus bayar blm lagi ccilan kredit2 amp tntnya bahan pokok pdhl sdh diingatkan tpi sprtinya ttp jln mknya hrs sedikit krs mngkn kritiknya, positif
ghznhkm, areajulid dhantikkk ppkm darurat multiverses madness, negatif
lampung post (official),anggota komisi saleh partaonan daulay menilai percepatan pencairan bantuan sosial bansos selama pemberlakuan pembatasan kegiatan masyarakat ppkm darurat mendesak bansos bansoscovid19 ppkm ppkmdarurat ppkmdiperpanjang lampostco https gjqoluyciz, positif
teddy gusnaidi,saat ini bukan waktunya berlomba2 siapa yang teriak paling kencang atas nama rakyat kecil agar ppkm darurat dihentikan saat ini waktunya kita mendukung pemerintah dengan memberikan solusi bgmn ekonomi dan kedaruratan berjalan beriringan karena saat ini kondisinya memang darurat, positif
ayu shifana,waspada kelompok radikal fpi hti ingin memprovokasi masyarakat saat ppkm darurat ppkm pulihkan bangsa https srrkd4unmq, positif
egytha,ppkm darurat diperpanjang sampe spurs bisa angkat trofi lagi aje udeh, negatif
dindon, fadjroel pak bantuan untuk masyarakat terdampak efek ppkm darurat kalo bisa mah segera disalurkan banyak masyarakat membutuhkan semoga dibaca komen ini, positif
bebasbaru_official,emosi boleh mukul jangan lagian beda kelas lah wanita pukul mending mukul tembok coiii jokowi jengkel oknum aparat keras dan kasar tegakkan ppkm darurat https fzqnhorztu via bebasbaru, positif
liputan6.com,berdampak rakyat kecil luhut ppkm darurat bukan pilihan mudah https zu0tbr25l9, positif
tukangkuli_jokowilover,presiden jokowi meminta segenap aparat yang bertugas dalam penyekatan dan pengendalian mobilitas masyarakat masa ppkm darurat tidak bersikap keras dan kasar https z5sckmplui, positif
your fairy godmother ✨🧚‍♀️, daerah meski belum diberlakukan ppkm darurat karena masih pada taat prokes tapi lebih enakan malming rumah, positif
beritaminang,breaking news mulai minggu besok kota pariaman berlakukan ppkm darurat covid 19 covid19 covid ppkmdarurat https lc1o2bjc52, positif
jul, areajulid ppkm darurat tokyo drift ppkm darurat fast and furious, netral
igrow,growers kita harus jaga kondisi keuangan kita tengah ppkm darurat nih salah satunya kita harus berhati hati dengan pengeluaran yang tidak terencana yuk simak selengkapnya disini tumbuhbersama p2plending ppkmdarurat financialplaning https 1qdhhpae5y, positif
langgam.id,terdampak ppkm darurat 600 paket beras dibagikan warga padang via langgamid https 6dgapn3mds, positif
polsek seririt,dalam rangka mengurangi mobilitas warga yang kurang penting dijalan saat pemberlakukan ppkm darurat jawa bali guna menekan laju penyebaran covid rutinitas personil gabungan melakukan penyekatan imbangan terutama arah yang menuju singaraja sabtu 2021 https epp0qtce9j, positif
françois mohede,ade armando lupa minum tolak angin https vrmznpdhvm, netral
jawa pos,pariaman naik level genius ppkm darurat destinasi wisata ditutup https re68ktkscr, negatif
usil, tidak pernah mendukung ppkm darurat mendukung vaksinasi utk mengakhiri pandemi awal vaksinasi emang lambat sekali sekarang ini baru kelihatan lebih kencang https l4odwsbl81, netral
kumparan,koordinator ppkm darurat binsar pandjaitan meminta kerja sama masyarakat dan semua pihak dalam menyelesaikan pandemi corona dan jangan dipolitisasi kumparannews https nucvowwayt, positif
kompas ekonomi,luhut ppkm darurat beri harapan covid varian delta bisa diturunkan https 26xa0dnvqd, positif
dimas jarot bayu,sebenernya ppkm darurat itu emang ngurangin mobilitas masyarakat ini grafik mobilitas jakarta jawa barat banten dan jawa tengah https fcifxlqlh6, positif
cnbc indonesia,pak luhut ini saran dari pakar agar ppkm darurat berhasil https kudwlnhjip, positif
no use for a name,nungguin ppkm darurat diperpanjang kayak nunggin hilai mau puasa, netral
humas polsek braja selebah,info polri ppkm darurat sesuai inmendagri nomor tahun 2021 resepsi pernikahan resepsi pernikahan ditiadakan sementara ppkmdarurat patuhprokes bersamalawancovid19 sehatindonesiaku divhumaspolri humaspoldalampung https y2agmswplm, negatif
man behind, yitno57 kurawa saefulloh67 dennysiregar7 ppkm darurat bkn solusi bang sdh jalan minggu tetapi tetap naik grafik covid pdhal kan katanya masa inkubasi hari, negatif
ahmad faisal,kesadaran masyarakat arti ppkm darurat masih sangat rendah masih banyak warga mobilitas tinggi diluar jalan, negatif
tmc polres wonogiri,sat lantas polres wonogiri bersama dirjen perhubungan darat pengechekan bus terminal bus giri adipura krisak wonogiri dalam rangka penerapan ppkm darurat covid jawa bali kabupaten wonogiri sabtu 2021 https owvnherj4p, positif
kinghome 👑, areajulid ppkm darurat end game part ppkm tokyo drive ppkm ppkm ppkm fast ppkm ppkm ppkm ppkm hob and shaw ppkm ppkm revenge the fallen ppkm dark the moon ppkm age ultron ppkm the last knight ppkm bumblebee, negatif
repelita online,ppkm darurat diperpanjang novel 212 sebut pemerintah back cukong komunis https dytyo8vzn6 lewat repelita online, negatif
viona lailatul hidayah,kemacetan terjadi lenteng agung arah pasar minggu penumpukan kendaraan ini akibat adanya pemeriksaan strp titik penyekatan ppkm darurat, netral
nakula, hari depan pemerintah akan mengumumkan ppkm darurat perpanjang atau tidak saat inilah kalian suarakan penolakan jika kalian emang menolak namun setelah pemerintah sudah memutuskan kita harus mendukung karena apapun keputusan pemerintah untuk kebaikan masyarakat, positif
vnn.co.id,impelementasi ppkm darurat tidak akurat dewan pks banyak hal yang harus diperbaiki https 05u1z50zlq, negatif
rudatin 🌻, pak gentle enough luhut minta maaf rakyat ppkm darurat jawa bali belum optimal https iwwsi6izou https 51t8sid8q8, positif
anenploimen,ppkm darurat diperpanjang sampai dirimu menjadi bintang, negatif
divisi humas polri,panglima tni marsekal tni hadi tjahjanto bersama kapolri jenderal polisi drs listyo sigit prabowo mendistribusikan 000 paket sembako ppkm darurat untuk masyarakat solo jawa tengah https nzkt4bubkn, positif
𝓟𝓸𝓵𝓻𝓮𝓼 𝓑𝓪𝓷𝓽𝓾𝓵,polres bantul terus beri bantuan beras untuk warga terdampak ppkm darurat https pv1htbq5mo, positif
warga lokal, kumparan infojogja penebalan ppkm darurat, netral
go riau,kapolri percepat distribusi bansos ppkm darurat warga https zncafijehg, positif
pujangga mabuk,ppkm darurat hanya akal akalan negara biar kita bisa malem mingguan, negatif
wisma berita,luhut panjaitan sampaikan maaf karena ppkm darurat belum optimal https pbcz8msyih https n2tvhna3yv, positif
liputan6.com,luhut sebut ppkm darurat beri harapan lantaran mobilitas masyarakat turun https ddg9ehssol, positif
endah nadia,ppkm darurat yang dilakukan guna mencegah penyebaran covid malming kecewa salahlangkahppkmdarurat baekhyun https ov9fcwc7of, negatif
ibnu talim, geloraco ppkm bereskan pembayaran rumah sakit bayar insentif nakes bangun fasilitas darurat ruang khusus penderita covid berikan bansos kepada rakyat evaluasi kinerja satgas ganti pejabat2 tidak produktif over akuh kepemimpinan oleh presiden ramlirizal, positif
sindonews,pandemi covid bikin babak belur pelaku wisata pasrah bila ppkm darurat diperpanjang sindonews bukanberitabiasa https j57nmbxsbh, negatif
jawa pos,ppkm darurat tekan mobilitas luhut berharap kasus positif turun https c4bh9tfd8h, positif
faizal assegaf,ada2 aje klu ppkm darurat dibatalkan akan muncul desakan minta luhut mundur krn dituding bikin onar dgn kebijakan amburadul hati2 membatalkan ppkm darurat berpotensi memicu eskalasi politik tambah mendidih ujungnya pres jokowi amp kabinet dinilai tdk kompak https fdhutoxrui, positif
khairil anwar notodiputro,survei kalau kebijakan pemerintah ppkm darurat utk menekan penularan covid itu diperpanjang apa artinya belum efektif menekan penularan covid sdh efektif menekan penularan covid lainnya tuliskan monggo pilihanmu mana, netral
ayu shifana,ppkm darurat pemerintah salurkan bansos paling lambat minggu kedua juli 2021 ppkm pulihkan bangsa https uaxvp7tslh, positif
arief skie,hal tersebut disampaikan presiden jokowi saat memimpin rapat terbatas melalui konferensi video mengenai evaluasi ppkm darurat dari istana merdeka jakarta pada jumat juli 2021, netral
wonky togallo, hsidhi restycayaaah tiati ppkm darurat rumah sampe bulan aja bosen bener apalagi penjara https diw1zluj5o, negatif
putri acik 🇵🇸🇲🇨 #freepalestine, febrianadk hendratno64 kawalcovid19 kemenkesri bnpb indonesia lawancovid19 id laporcovid blogdokter pandemictalksid pontianak juga ppkm darurat, netral
🇲🇨adj🇲🇨🇲🇨, dennysiregar7 satgas kemenkomarves ppkm darurat aja tetap banyak ngumpul berkerumun tanpa msker padahal depan hidungnya ambulance brenti2 mondar mandir bawa terpapar sirinenya nakutin kebayang klau ppkm trotoar tetep penuh rame dagangan bahkan nutupin garis kuning, negatif
dek / bun menyejukkan_,judulnya luhut minta maaf rakyat ppkm darurat jawa bali belum optimal isi berita dari lubuk hati yang paling dalam saya meminta maaf seluruh rakyat indonesia jika dalam penanganan jawa bali ini masih belum optimal https joexrvw4y8 https p3yenafgvv, positif
divisi humas polri,kapolri menginstruksikan kepada seluruh jajarannya agar segera mempercepat pendistribusian penyaluran batuan sosial bansos ppkm darurat kepada masyarakat terutama bagi masyarakat yang perekonomiannya terdampak akibat pandemi covid https x2wvznjicd, positif
mbahe, liputan6dotcom ppkm darurat jawa bali merupakan ikhtiar dan pengorbanan semua fihak semoga sgr terlihat hasilnya, positif
dhe mien,dari sebelum pandemi ekonomi kan sudah sulit apalagi ditambah kebijakan ppkm darurat ini kapitalismegagaltanganicovid pandemimeningkatekonomiterhambat islamsolusituntaspandemi https m8pq4ia94o, negatif
arief skie,bantuan tersebut diharapkan dapat meringankan beban masyarakat tengah kebijakan pemberlakuan pembatasan kegiatan masyarakat ppkm darurat, positif
yuliusindro, jaya pancasila selama ppkm darurat kami tidak menerima anak didik baru, negatif
sholat_ponorogo,ppkm darurat solusi atau masalah https fyyl3mxqqh via youtube, netral
teddy gusnaidi,ada desakan ppkm darurat tidak diperpanjang tapi tidak ada satupun yang memberikan solusi apa yang harus dilakukan jika ppkm darurat tidak diperpanjang semuanya hanya menuntut tanpa ada solusi ppkm darurat diterapkan saja banyak masih liar gimana jika tidak diterapkan, positif
𝓟𝓸𝓵𝓻𝓮𝓼 𝓑𝓪𝓷𝓽𝓾𝓵,polsek pandak laksanakan himbauan rumah makan terkait pelaksanaan ppkm darurat https mumw0cdl3g, positif
bapa joker,detektif kogoro mouri https z4yyaeql7n, netral
𝓟𝓸𝓵𝓻𝓮𝓼 𝓑𝓪𝓷𝓽𝓾𝓵,polsek pandak laksanakan himbauan rumah makan terkait pelaksanaan ppkm darurat https a7je53cobc, positif
airine pietersz,bukan ppkm darurat namun ketegasan untuk menegakan disiplin menjadi gaya hidup seluruh bangsa kedepan kapan pun selama dalam ruang publik, positif
monitorindonesiacom,ppkm darurat pemerintah segera kucurkan dana triliun untuk bansos tambahan https 62lds7oaxx, positif
polsekpanongan_polreskotatangerang,bripka dede andri nurrohman binamas peusar kec panongan kegiatan ppkm darurat desa peusar kec panongan berupa penyaluran bantuan beras kepada warga yang terdampak dan melaksanakan isolasi mandiri bertempat peusar kec panongan sabtu 2021 https itn4hur1ww, positif
benktop(heru.r), dipoalam49 ramlirizal bemui official fadlizon faisalbasri darurat militer karena ada tka masuk disaat ppkm ikatan cinta karena permintaan maaf itu istilah baru belum populer, negatif
kinkin asikin,ini tukang kedai kopi yang melanggar ppkm darurat tapi tdk mau bayar denda juta memilih dibui hari tapi kaget https 0ckog6ihu6, negatif
gesuri,rahmad beberkan kunci keberhasilan ppkm darurat https rv3il0nfh3 pdiperjuangan, positif
한지 평, alisyarief pak muhajir sepertinya sdg galau berat penanganan pandemi seharusnya dibawah komando dia diambil alih menkomarves kasihan sih dia ikut rapat tapi gak berwenang eksekusi apa apa akhirnya buat doorstop darurat militer perpanjang ppkm, negatif
polusi udara membunuhmu 🌴, cnnindonesia pemerintah minta maaf jika ppkm darurat belum optimal bener tuh blum berhasil dan banyak meninggal akibat kelalaian ini jelas atuh pidato tuh teges salah nya ada dmn, positif
antaranews.com,luhut panjaitan sampaikan maaf karena ppkm darurat belum optimal https s6fxkl2fdt, positif
bomax_korslet,buruhku sayang buruhku malang ppkm darurat mengancam phk massal besar besaran bagi buruh https alf5k23e1m https qbfjhissr2, negatif
mboells,buruhku sayang buruhku malang ppkm darurat mengancam phk massal besar besaran bagi buruh https acckle6lyj https xfbvsvawpa, negatif
rumahburuh,buruhku sayang buruhku malang ppkm darurat mengancam phk massal besar besaran bagi buruh https fudm6xubu3 https qnzy6grol9, negatif
selamet wahyudin,buruhku sayang buruhku malang ppkm darurat mengancam phk massal besar besaran bagi buruh https z7h139py74 https hwens7dqdk, negatif
suara fspmi,buruhku sayang buruhku malang ppkm darurat mengancam phk massal besar besaran bagi buruh https r6wafdkuk2, negatif
koranperdjoeangan.com,buruhku sayang buruhku malang ppkm darurat mengancam phk massal besar besaran bagi buruh https ibwcle3tn2 https llhj3xdamy, negatif
eliya_mkom,terika kasih srikandiprabowo sukunnya udah digoreng yummy wuenak banget maaf tadi cuma mampir ambil sukun aja belum berani buat nongki lama lama insya allah nanti kalau ppkm darurat sudah selesai dan covid turun kita ngopi ngopi lagi https x7gchcn52c, positif
tribunbanten, 000 paket sembako bakal dibagikan kepada warga banten yang isoman dan terdampak ppkm darurat https lfk6weljom via tribunbanten, positif
nurul rizky amelia,mau psbb ppkm ppkm darurat tetep aja kerjaan gue engga bisa wfh, negatif
meliani kamelia putri, jangan lelah berbuat baik tni polri bahu membahu salurkan bansos untuk masyarakat terdampak ppkm darurat https rjpolflpzx jangan lupa follow like comment dan subscrine untuk dapat informasi terkini dari polres sukabumi bansospolripeduli bansoscovid19 https nlbnl1obwn, positif
erry aprianto, kumparan ppkm super darurat, netral
polsek jebres surakarta,pemberangkatan tim bhabinkamtibmas dan babinsa oleh kapolri panglima tni menkes dalam pelaksanaan distribusi bansos bagi masyarakat area terdampak pemberlakuan ppkm darurat kota surakarta sabtu 2021 polisidatangmasyarakatsenang https jr76tofc1z, positif
kantor berita aceh,suasa kota medan hari enam ppkm darurat https pgizhsd0cb https ctjyotsh5v, netral
kodim 1626/bangli,kegiatan kodim bangli dalam rangka ppkm darurat wilayah tembuku korem163wsa kodam9udayana tni ad puspen tni puspen ad bangli infobali cucitangan pakaimasker jagajarak vaksinasicovid19 https ujfet5ss21, positif
🐈🐈🐈,ppkm darurat diperpanjang sampai umr jogja jadi masihdibahas, negatif
reno syaputra, jangan lelah berbuat baik tni polri bahu membahu salurkan bansos untuk masyarakat terdampak ppkm darurat https 7opfzhd6as jangan lupa follow like comment dan subscrine untuk dapat informasi terkini dari polres sukabumi bansospolripeduli bansoscovid19 https 4j0whzsjsd, positif
𝓟𝓸𝓵𝓻𝓮𝓼 𝓑𝓪𝓷𝓽𝓾𝓵,personel polsek srandakan amankan gerai vaksin presisi dalam rangka ppkm darurat pendopo kalurahan trimurti https qebycynbtk, positif
𝓟𝓸𝓵𝓻𝓮𝓼 𝓑𝓪𝓷𝓽𝓾𝓵,personel polsek srandakan amankan gerai vaksin presisi dalam rangka ppkm darurat pendopo kalurahan trimurti https i78prs9dxz, positif
sonny prakosa, syarman59 kemenhub151 kemenkesri kalo vaksinasi baru dosis itu baru imun apalagi herd community masih jauh lagipula ini ppkm darurat bukan ppkm biasa harus extra waspada lonjakan kasusnya mobilitas memang seharusnya jauh dikurangi gak enak buat semuanya tapi terpaksa, positif
satmiun, angel iicaa surabaya ppkm darurat ini, netral
balikpapanku,bantuan nasi bungkus akan diberikan langsung oleh pemerintah kota pemkot balikpapan bagi warga yang sedang menjalani isolasi mandiri https 839kpzbx59, positif
medcomid,luhut minta maaf ppkm darurat belum optimal https 4jx2uvgh0y, positif
muhammad ibnu jamil, jangan lelah berbuat baik tni polri bahu membahu salurkan bansos untuk masyarakat terdampak ppkm darurat https gt0y4qna5l jangan lupa follow like comment dan subscrine untuk dapat informasi terkini dari polres sukabumi bansospolripeduli bansoscovid19 https glw2iiie9v, positif
kinkin asikin, oposisicerdas bagaimanapun kontribusi ppkm darurat thd angka kenaikan penularan virus covid klo tdk ada manfaatnya jgn diperpanjang lagi cari lagi solusi lebih mensejahterakan rakyat indonesia, positif
kumparan,sebelumnya kepala desa itu membuat ulah dengan memasang baliho yang berisi umpatan kepada pemerintah yang menerapkan ppkm darurat publisherstory https 8hysjfni4x, negatif
james matheus,telat banget pak satpoll lapangan rasa polisi sama tni suram suram https fovs7qimfb menteri dalam negeri mendagri tito karnavian mengatakan pemberlakuan pembatasan kegiatan masyarakat darurat atau ppkm darurat tidak enak, negatif
senator indonesia,rencana pemerintah memperpanjang pemberlakuan pembatasan kegiatan masyarakat ppkm darurat maka ketua dpd mengimbau pemerintah juga harus menyiapkan semua kebutuhan masyarakat dpdri kabarsenator https qbtzjvfcfy, positif
ir 1,saya setuju ppkm darurat stop saran saja lebih perketat protokol kesehatanya saja kasihan pedagang kecil, positif
humas polres bungo,kita indonesia kita indonesia kapolres bungo akbp mokhamad lutfi secara resmi melepas keberangkatan personel polres bungo untuk menyalurkan bantuan ppkm darurat kepada warga masyarakat bantuanppkmdarurat baksosppkm polripresisi humaspolresbungo polripresisi https r9vv5c3mqs, positif
adji,ppkm darurat udh bener kurang siap gimana mengatasi rakyat yang lapar dan mengatasi kelangkaan oksigen dan public speaking menghadapi situasi seperti ini, negatif
chusnul chotimah,siswa curhat tentang ayahnya tidak bisa berjualan saat ppkm darurat gubernur jawa tengah ganjar pranowo langsung kirim bantuan terimakasih pak https rbqvj0ca8d https jcj9xaeh6d, positif
menkopolokram, fkadrun ppkm darurat telah diputuskan diperpanjang hingga akhir bulan juli 2021 lantas bagaimana evaluasi sejauh ini simak konferensi pers evaluasi pelaksanaan ppkm darurat klik https fig9d2qesi lawancovid19 https tyqqsvexon, netral
putri nur rohmat,klatifikasi ojol nusantara terkait aksi protes ppkm darurat https 9ituotwzav, netral
sang gajah 🐘, tubirfess mampus dimarain botuna lagian kenapa kalo best moment udah bener ppkm darurat ditunda dulu sutingnya inget kemaren teh hesti sama sempet positif sabar kenapa siii, netral
polsek magelang tengah,bantuan sosial ppkm darurat polres magelang kota membagikan bantuan sosial paket sembako berupa beras dan masker kepada warga pada saat ppkm darurat kecamatan magelang tengah dan kecamatan bandongan sabtu 2021 polresmagelangkota https zah1vk4fyp, positif
💉 astrazeneca dosis 1, jangan sampai keliru baik mari kita siap siap jokowi perpanjangan ppkm darurat hal sensitif jangan sampai keliru https 7yytkahxqk, positif
20detik, hari ppkm darurat luhut hari belakangan sudah membaik https jdyh9vvgnd, positif
polressukabumi_info, jangan lelah berbuat baik tni polri bahu membahu salurkan bansos untuk masyarakat terdampak ppkm darurat https ox4a2zhyuy jangan lupa follow like comment dan subscrine untuk dapat informasi terkini dari polres sukabumi bansospolripeduli bansoscovid19 https 4nnduuzazn, positif
informasi selebriti,ppkm darurat diperpanjang hingga akhir juli https dib4iangfc, negatif
kodim trenggalek,dandim 0806 bersama kapolres trenggalek sidak pos chek point ppkm darurat ditemukan warga pengendara mobil tidak bermasker https 9w8aw8piql https 9gp0wjdeyb, negatif
gelora news,ppkm darurat belum optimal luhut saya minta maaf kepada seluruh rakyat indonesia https r12nzesvvn, positif
azura, okehpak idtodayco eitsssss sangat berfaedah bagi asing pakar usul ppkm darurat diperpanjang sampai kau jadi milikku, netral
kabar majapahit,wisata goa maria pohsarang kabupaten kediri ditutup selama ppkm darurat https 3ogdwruw05 https bnlsqcawya, negatif
kompas.com,luhut binsar pandjaitan mengatakan pemerintah masih melakukan evaluasi terkait keputusan untuk memperpanjang atau tidak masa ppkm darurat jawa bali money https 5dfazuc7fw, positif
